"","BjSa-1","BjSa-2","BjSa-4","BjSa-5","BjSa-6","BjSa-7","Past-1","Past-2","Past-3","Past-4","Past-5","Past-6","Replant-1","Replant-2","Replant-3","Replant-5","Replant-6","Replant-7"
"9712f8bab85455ec195aa71c580f2f27",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"4c43c180290a853f2bd5c2206410d1a1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1058c989c1c56eec5965a189eb88b95d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"bbd56cc64b49198858ab14aa0186cf81",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"51a25a848fc9f099af6dc230d252a749",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"a9421770e8ee20dd18657b81f84c9cef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"fd035bccf58bd3d3dd4bba2b23adf7a8",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"a3039176e62d801e0b23781055100d5c",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1942ed67e392b054a77590c5c7ccb459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"06618bbbfd5e24fa5d761a95e2def607",0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0
"f9ab9ad8710fde1b6e7bd61ec853f8e2",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0f1f9dbc591b6f9226f041f2d7bc8cd",0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0
"4d4507ce5db230189d14698d522e864b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"59e7d544484da302461e7de8e185c7a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"9d0bcfe4403e9939e9c6af8574af15ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"7be8e7f5d69206dc83c132a7d66a332a",49,60,36,45,38,34,34,0,30,0,0,45,50,74,64,0,54,65
"69dc3bd33339daee5aa5afe8fc6bafdf",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b9dcd65a0b684ddc6ec9579967d1dfa8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"6c6929c0c25d6f4f0e744dbbe842cb16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"cc88e2b9e31754e68b449bd8206b4e6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"d6a7c51cf55a1d701a1738676ea23e2a",0,0,0,0,0,6,0,0,0,0,0,0,11,14,16,0,13,0
"ddaf7a057dd881a307f19750cc59e52f",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,30,0,0
"5f20310ea66c8cf81e1a2b0cc67fbdeb",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dbb5853158331db387c603638bf10f12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"07506ddafdb0f989e1721b604e704624",0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0
"adef9ded7c4e39695215311177fe57f9",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"676ceb14daef75eb92928d1508d559b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"45a698503cbf3c5af157cbe6c3e67ff3",0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0
"560acb55b5b3593cc213d79e4b41bc84",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"066004546399ff38cd3d4458bc57c9f5",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"58dd1f0f4053b7089310f09a59d107bf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"78a6a0edbf84b4748de714ec13f3dbd6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"3431848c5c35518bdde2a44136fe7df6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"8f70e9de369ce7ffdfde23dc67b73f50",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"d50a91ff174f6569aacb9771a935ea83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"d9bf003eae4bd40c1206a85e8a8c0339",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cb46baacca2f0b3cd28c6d6909bc091c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"b644c61328094dbd1efc3e6abee655f9",22,29,0,22,26,70,0,0,0,0,0,0,0,0,0,3,0,0
"eed7616bc0b80882a6d16a6d5c14b721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"e8f563cddf3f6702c0aac8af24e3c66f",11,15,3,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"d8fa5be0d5615f4cab22c1499cef213c",0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0
"35249720e132576c53743413a0fe335b",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce492a03ff2a7e02312a2df3c60ea716",0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"e0183552f90f36394c322c4e80cae39b",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab5b0e61dca19ca8bedb774a764732e7",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"53bd00f2ee14f4f79b80c74844bd1ecc",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"b7bc49df2ec1202ac853b1aa64b4bb0f",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b1dc9cfbbfb1a7383f24ae93bbb61df",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"cf823ac71794d644344705e1b3d51118",0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,0,0
"533844525be9e50a48180292341e3f77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"b463bf60effd5d1b6bb1282423e052f0",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6eadf93054a59a08cd35d28f07b71534",0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"cd4527e69f2cabc5eda4ff86f1d4c00c",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"975647112f8f3732c6737ac27bcac3cb",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8213d1f11a3aa086af2e1e005b7a349e",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"d32f73054d59ad8813375596d1286a00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"d7331471bdf941a0b5fd76a320a534f1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0
"0498c53aa8731ef209c5df07f30f7abe",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
"3a6ded85d22dd960793157a4580a8ede",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"26d27f2493de07a3454aabd562237e97",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"839ecdbedbef9d8659a47d8565c36469",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"8a6241d55295b4ef15773b3edcec3fd7",0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"67bc6cf3b4d14d306bcace2d7e3d8a1b",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc54c764228c5fa07d5ec1d66a2065b6",0,0,0,0,0,0,0,0,0,0,0,0,31,64,40,0,0,0
"c4dd4b3625ab7e02bd9cbe3ca1f5fe93",0,0,43,24,40,18,0,0,0,0,0,0,0,0,0,0,0,85
"1e601451a876199cfc318cf46402f807",0,23,0,0,0,0,0,0,0,0,0,0,27,259,26,39,79,0
"ca44845a8669c7a77f417b401f3f9fdf",25,0,13,9,0,0,15,0,0,16,24,0,20,51,0,0,31,27
"4f9244a51acbd9d1c34eda0cf058f1ff",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"9d84b49e4496c207cf3eb1eb8c3034ea",42,47,37,31,23,36,7,0,0,0,0,0,40,77,66,0,53,57
"7008e59f54d68bd95c91da1a2fd660c6",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23e8b1bb97435e2494e2c70a1aab95a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"5d7e5c5762ff171a0e4a44e872d8dea4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"1b494b4b3bd38d0e50cf01663bd40b00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ba509d28b9e7d2121d7b5340e92e692a",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"bbeb26a8dffaba5909eddfbdf2429806",18,17,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f8b0403668612a7e22e89de3d32af3c",0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
"ea164e9465a5c055c32ce73fa9b83a48",6,12,6,7,0,0,0,0,0,0,0,0,0,0,8,14,0,8
"bbe24e03e19f6397583a942e597965f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"4a4e7c8374e3de0ae5951b9fbfcd02d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"7966de57b9e9e000b26d6e31e45cce99",0,0,10,8,0,11,18,0,10,33,19,15,0,0,0,0,0,0
"055ca7f031c5172e15dbfe9a8141be67",0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
"e59a784ce0afdbd13e3e15ccbd3d0963",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"122d4bcf3b247e7241c05bf03ab22eb7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6a7adba375fea621326ddd9274b6e019",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"0d5c087f75e6f85f20556222d1edefaa",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"4ca47437693bb1233179b64e969960e1",0,18,0,0,0,0,0,18,0,0,113,42,0,12,0,12,0,0
"5aec356aed59e21865396db8d82ec7fb",0,0,0,0,27,0,9,0,0,39,0,0,0,0,0,0,0,0
"1e230ced4000dd8fe8e5fb4f7fe5718a",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"e79b26246ad2d70868cb0eb62a711c93",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c6a46cfe952e5fd9146de721910ad03",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"5aedfc31be104f2466e1227581016119",0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,7
"8d44bd8a6594414e0581a1c742855be6",40,55,32,63,54,52,42,17,14,17,32,5,38,46,50,86,54,72
"0918a8f13255e6ae17172758033310bc",0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071910ef0fbb67d95e382f8a6a37f68c",0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0
"c219af3bc27609c9d32c1988fe694980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"6ebfe3fbcf22157f316c577735561e6a",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"73cb847bd5fa62488e7c047dfbf8e73d",30,25,18,43,42,26,11,0,0,5,18,8,0,0,0,0,8,0
"1840bec1bff991cfc5e45a506745499d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dc0c24dd2f44646a76ca99cbd21e8aeb",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,12
"9baa5320485ca56b23dbafe54289c6f7",7,0,10,8,0,0,0,0,0,0,0,0,11,11,13,4,7,20
"4ad8564ba263d66fb5122db36aa2894d",29,0,0,0,22,0,0,0,17,0,26,18,22,32,65,49,33,0
"b426b191f352e6c2f863afa1332123f7",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"9aa7e7c7c6b784286666f85400548c6f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3377f9741abb31e6dab989fbb275ad7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"5268c532415e8ef54b7797bdc65ef206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"db64526896055b3e745f9bfce1fd99b3",0,0,0,0,0,0,0,0,0,14,52,28,0,0,0,0,0,25
"4093143a7827ae14316d5270c84a2d45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"7ce94fd006508cbcfa396c4e9b73ec0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"d1e2f9d0974b2fa4711bcca0198b90f0",0,5,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,11
"48590cbca60ee65b51cb7499e275ed1c",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d343bd28f53f5bb9e068685a3e9e5780",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"72b9fd906c292337502380e5e81016dc",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65d23f9d1a86ffa21b7dfc6bf37a0e42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12
"7830659e35e191631220e962ea711273",0,0,7,0,6,4,0,0,0,5,0,3,0,0,0,9,0,0
"f25c20ee7fec7a397436faa675c3054b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"67aaa3dbaae31acd2f4016b6b9c33e07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"0ed5683cc789816b1ed0e693b3354e25",0,30,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"df61b9fb8258281b84abc955c3e988f5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"6859f560f8278f3bac205c9e842a8eb1",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"0eeef4c2401704f0a02ad9750ca1fd29",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"be75f5e0f0896f8375e17f9b92216fa0",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"230978abbfa9ef406b0d9218dcae570f",0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,70,28
"9535d508330bd705bca324a145b8590b",0,0,15,19,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"900ef90c83847bf449fb74b49f894b18",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
"6603593cda33f2c85a4b33922a404009",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"ece7e84cd4a1972a6c459ec05cc7977e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"c001eaf88b6441bf83100590dc32d70c",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"37399ce425a861574b66c4db5045f8ff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"d27b74dbdd603b32d613e568ab549499",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"03266698458ba885503a6b2929ad1c2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"24965f55a73e25840b47d28321bcd59e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
"f2f2ef3656c67826edd9e66a887a4bde",0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"074535d407d5bbd5bc5edf6a31f21cce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"b69288d4171e26ccee5860438b653df4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7500840c6f85bd5792a7a4c118fe63da",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117537ddedbd00318332a07f44191859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"94877e9800336ad6d58631b133bdcb91",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,8,10
"04fc4cfa3218580f10334e6da4e4a229",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"bca5ed38cd3de376685775f52bd170f4",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9cf3e06477020d92dd68d1595c52779a",0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0
"cf37e452bafc18a5159d43f377b26df3",8,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"5b60bf5607bfe938b8e09ab0fe904c22",0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0
"5851527d7e4e787632d7578a10e23b1d",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"0fb2b80cf998d2434e4ed6fbb24198bf",0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0
"f8239a641e23b17a69be8c1018947888",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4067cfcdae77a07517e0c51fa88e75e4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,0,0
"ee30086a0502a8daf0035b5047ffd70c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"74bb3bae327f552b385809cbd9503e51",0,0,0,0,0,0,15,16,8,15,19,17,0,0,0,0,0,0
"36735ae6ef4393faf0dd4d9524332d61",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207c83bb18a970da32c7c297a878f720",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5f20ad28c73e1c615ac63503343ff85",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"aed5319fddb657f84a655115d5e362c0",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"585583f8ea9ea00e71adf7ac88e3d5ec",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"89c8ab5768590cb674c5c4f66b00af8a",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"c4f46d8119eb30e640faa917c729de0b",0,0,0,0,0,0,207,72,208,213,274,43,0,0,0,0,0,0
"16f2a171b4e7552a7b0ed829bcaddf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"2a1ac14eed97872db83b51461d89f188",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"e982ed30a1f6fc418e5fe7c1d85d185a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"517403855f76742d7375513cd180eac2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"bbffbfbb5172978ba4264f0e6960a755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"958dc21a5799b7a2b675b0073446a8ea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"78000f5fd80f0c7db21ccc4862aa0038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"77c9eb0f7fb0b6a96a3c1c6e95bc73ff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"7a880088680306ee7c6d7451410cf62a",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"73a5e52d7b28172ebaa55ca4e382ff86",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"076c4a31b414f28d52bba34c044babbd",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23f46951f399caacc5b57217f92ce692",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"21d3844e3d51c098ab21bfe8c417242f",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"bb4679ba3d0531354be2eddee115e763",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"1afcee162ef541ea4f95d9c1b8016214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"025dcaf1ff09003175cd03cd75773cee",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
"633504abbc55b378786f4b3a9a5646da",0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0
"8fcfe75f2c02bcf58058eeb0b2c25979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"5ed640461c6b4e2ace8c57aed3bda550",0,0,0,0,0,0,0,5,0,0,0,0,10,0,16,0,4,0
"b8c0edd131e6c65645c98e0a9f619ec6",0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0
"e932e6e2688a1c8d4376f7b452d40ee1",0,0,0,0,0,0,2,7,28,4,9,0,0,0,0,0,0,0
"6364522f8e5e0a10239b13a333f36c5c",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1dbcc9908fb02b6022aa321edc3a6c8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"10f7574fadcb578e398502cd318b5cc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"e17a1f2ca2b8f4ddcfa29a66f17c9478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"7b32f308dddb1b981af50da2c6e9aad9",0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,0,0
"6e2528f0f8a064171b2dbcf7e3ec73c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,11
"2610dee44f933c87f0a3e62926e0d7c5",6,3,13,0,16,36,0,0,0,0,0,0,0,2,0,0,0,0
"32f04c8190d1d7204ca0f803929d1e72",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c3dd55c2cfaffebacf545ad74bb53eb2",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"c0009f22d74b1477e45b58a366ebb22b",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e11e023a15e227b1f1f2cfb506cd325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"b6ba4ed6f21975078f3f8c3c0275d33c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"a73c0c2d773bc055eb42ca45f58f565e",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"735891b71f633b912d7731fa56f82db3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"eae28d7121c16213b66a94de0f16aff7",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"3a56593d44cc458e1f5eabb75417f272",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9f130b45cb3295c60177aca2f476d90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"4fa0fa2cfdc4578247c58acadf2062bb",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"db3692eb41d710f8ab16c60c80709445",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0
"832d39b4b03bc3aa54eb82dc6b085629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0,19
"1afd7196d79b634e26aba9c9ebc0993b",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"7e3386e694a57886d0c875e064d29771",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"01581901f50105b4d9acc0fcd056146c",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2f594a55666eb3d305db6e42d1cc1a41",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7d561591ec9fe0e31c0b2302b286b20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ff01a0ae1fb055a14257748223fb3121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"4d97e4237034e7b002c3a2d68392202c",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"f11d8621f72d00b6db7013acaa11243c",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a33479d3d70d1f498ed0f8a787265d3",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b700426ff162626e8cbd0b3aa84683fd",0,0,0,0,0,0,0,0,0,0,0,0,21,0,28,0,0,0
"6fdbea1b2949ead5ee05de7546ca9a55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15
"e4e16c12af6ec3ed45a78904ac260be8",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20fc1644d266b66463f115c361dedab5",0,0,0,0,0,0,0,0,0,0,0,0,19,16,42,12,0,0
"760b5c7d8bb0d57ff6a5dd5baec02695",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"c92b3b03ded9206edffdb8a917e0c460",0,0,0,0,0,0,0,0,0,0,0,0,25,23,19,21,26,29
"ae4a68014d0627d9b11b54290ecc7a7d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ad05756033435778cec2a53c46ffdfb5",0,0,12,0,0,0,0,0,0,0,0,0,20,13,32,28,22,26
"3a7a0b8c5c3d9ee9a3c48319a7180fe8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"f26674704fee34c841354004ebb0cb58",0,0,0,0,0,0,137,65,120,75,211,82,0,11,21,0,0,0
"f13349b674c6d39499034aaf8ee7bedf",0,0,32,0,0,0,0,0,0,0,0,0,48,36,39,49,66,65
"7a6d0ec54d4cf0f7689844dd79589c75",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"c403e96dd1836022a063579fe856d424",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1ce05ac00611cf0ed458094dbd150a84",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"234b4c53e33f01d4ce7437e373ad7eb5",100,91,334,70,93,108,0,0,16,0,25,35,353,284,535,409,270,435
"c4ce6dd332b561691512b855ab2b6206",0,0,158,0,0,0,0,0,0,0,0,0,148,117,151,137,142,203
"507f0ffd1bd7015494a9d4ecf4efe073",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0
"dd84eca7d34b0b1f0d21a574fabc164d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8f69d35df7139e2dec06999073deba7",0,0,0,0,0,0,0,0,0,0,0,0,12,32,27,0,0,0
"9d5e682766f73d7e40dd166d72320be1",8,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"b14340eb32bbe982ce761068075d50e8",0,0,27,0,0,0,0,0,0,0,0,0,14,28,16,20,19,0
"df5306daacf004723248de871b575533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"74f46f918e4ce0487993b3a29974a992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
"bb6693ebc0b102a630eefc0daddc6e0b",0,0,0,0,0,0,0,0,0,0,0,0,25,15,92,0,12,14
"fafbc0ec7806c56d4c6e87217cb95c23",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b8d6da39dde3e27aa4aef52e1bc9da1a",0,0,0,0,0,0,0,0,0,0,0,0,45,14,36,44,29,44
"2e4cba99778e4d7db9d33bd3e907f670",0,0,27,0,0,0,0,0,0,0,0,0,29,25,52,37,34,45
"376221270a5f66697bf37efdef3334ed",7,6,10,9,18,19,0,0,0,0,0,0,0,30,0,21,0,0
"02917819bd2d7bc163a0fc5020e3ecdf",0,0,0,0,0,0,0,0,0,0,0,0,41,0,45,21,0,14
